name,fhispanic,fwhite,fblack,fapi,faian,mhispanic,mwhite,mblack,mapi,maian
Aaron,480,2707,511,406,66,6370,35926,6781,5384,879
Abbas,0,0,0,0,0,0,261,57,156,0
Abbey,0,900,172,0,0,0,26,5,0,0
Abbie,110,925,155,0,0,0,0,0,0,0
Abby,442,3478,442,541,0,20,161,20,25,0
Abdul,0,0,0,0,0,68,670,262,694,68
Abdullah,0,0,0,0,0,90,486,181,285,0
Abe,0,0,0,0,0,58,203,83,41,0
Abel,178,70,29,31,0,3628,1431,584,625,0
Abelardo,0,0,0,0,0,377,129,0,146,0
Abhijit,0,0,0,0,0,0,16,0,34,0
Abhishek,0,0,0,0,0,0,0,0,116,0
Abigail,4418,11423,1515,2767,0,179,463,61,112,0
Abner,0,0,0,0,0,284,266,159,174,0
Abraham,140,175,70,89,30,2936,3657,1474,1861,638
Abram,0,0,0,0,0,245,723,212,122,0
Ada,1144,1508,548,604,146,42,55,20,22,5
Adalberto,0,0,0,0,0,420,104,0,0,0
Adam,315,2187,178,225,65,5783,40200,3267,4132,1193
Adan,132,32,20,11,0,1834,448,274,158,0
Addie,82,469,294,82,82,2,13,8,2,2
Adel,59,164,44,73,0,96,268,72,120,0
Adela,654,441,0,236,0,0,0,0,0,0
Adelaida,174,89,0,140,0,0,0,0,0,0
Adelaide,305,759,305,0,0,0,0,0,0,0
Adele,89,1203,200,200,0,0,0,0,0,0
Adelina,635,407,102,227,102,0,0,0,0,0
Adeline,542,1343,458,648,0,9,22,7,10,0
Adina,95,470,116,67,0,0,0,0,0,0
Admir,0,0,0,0,0,0,57,0,0,0
Adnan,0,0,0,0,0,0,338,51,228,51
Adolfo,39,13,3,6,0,1216,413,97,195,0
Adolph,0,0,0,0,0,52,132,62,0,0
Adria,116,347,0,0,0,5,16,0,0,0
Adrian,1594,1857,881,431,156,8167,9512,4516,2210,798
Adriana,4945,3757,566,490,283,305,232,35,30,17
Adriane,89,295,133,44,0,31,102,46,15,0
Adrianna,765,821,212,212,0,17,19,5,5,0
Adrianne,132,705,187,76,0,9,47,12,5,0
Adrienne,568,3650,1426,498,157,60,384,150,52,17
Afshin,0,0,0,0,0,0,30,0,12,0
Agata,19,133,0,0,0,0,0,0,0,0
Agatha,44,207,108,108,44,0,0,0,0,0
Agnes,214,999,398,509,91,0,0,0,0,0
Agnieszka,20,141,14,14,0,0,0,0,0,0
Agustin,33,8,2,7,0,1484,379,101,304,0
Ahmad,0,0,0,0,0,131,1372,320,858,185
Ahmed,0,0,0,0,0,173,1313,474,774,0
Ahmet,0,0,0,0,0,35,132,0,25,0
Ai,18,32,0,96,0,2,4,0,12,0
Aida,746,679,107,433,0,22,20,3,13,0
Aileen,545,1461,264,857,0,9,25,4,14,0
Aimee,622,3607,213,658,151,19,110,6,20,5
Aisha,270,573,885,357,0,7,15,23,9,0
Ajay,2,14,2,23,4,63,394,63,658,109
Ajit,0,0,0,0,0,16,60,0,117,0
Akbar,0,0,0,0,0,0,73,0,75,0
Akiko,17,50,17,78,0,0,0,0,0,0
Al,0,0,0,0,0,93,342,131,117,42
Alain,0,0,0,0,0,204,445,177,153,0
Alaina,211,1523,211,211,0,2,18,2,2,0
Alan,165,1298,139,296,44,2711,21277,2282,4846,714
Alana,654,2637,834,327,0,14,58,18,7,0
Alane,0,60,0,0,0,0,0,0,0,0
Alanna,0,1039,0,145,145,0,19,0,3,3
Alastair,0,0,0,0,0,0,142,0,0,0
Alba,627,283,0,65,0,0,0,0,0,0
Albert,180,507,160,161,27,3139,8814,2779,2794,462
Alberta,96,278,183,53,0,14,41,27,8,0
Alberto,303,112,22,88,18,4507,1667,333,1306,272
Alden,50,157,29,57,0,166,526,96,192,0
Aldo,0,0,0,0,0,905,725,0,221,0
Alec,0,182,26,55,0,0,2205,315,668,0
Alecia,111,656,304,0,111,0,0,0,0,0
Alejandra,2775,875,0,536,0,268,85,0,52,0
Alejandro,702,195,26,124,0,9440,2620,347,1664,0
Aleksandar,0,0,0,0,0,0,193,0,0,0
Aleksander,0,0,0,0,0,0,350,0,0,0
Aleksandr,0,0,0,0,0,39,525,0,55,0
Aleksandra,0,368,0,0,0,0,0,0,0,0
Aleksey,0,23,0,4,0,0,167,0,33,0
Alen,0,0,0,0,0,41,216,0,58,0
Alena,112,792,251,158,0,0,0,0,0,0
Alene,0,115,31,22,0,0,0,0,0,0
Alesha,72,385,175,0,0,2,13,6,0,0
Alesia,90,284,207,0,0,0,0,0,0,0
Alessandra,261,838,0,0,0,0,0,0,0,0
Alessandro,0,0,0,0,0,143,649,101,143,0
Aleta,26,175,53,0,0,0,0,0,0,0
Alex,1517,2796,617,1255,163,7320,13490,2977,6057,786
Alexa,505,3070,505,0,0,24,145,24,0,0
Alexander,842,2582,475,736,104,10873,33326,6131,9504,1349
Alexandr,0,74,0,0,0,0,92,0,0,0
Alexandra,3472,9809,1157,1494,472,200,565,67,86,27
Alexandre,33,97,17,20,0,191,552,95,117,0
Alexandria,826,2757,441,624,312,38,127,20,29,14
Alexandru,0,0,0,0,0,34,131,0,0,0
Alexei,0,59,0,0,0,0,186,0,0,0
Alexey,0,20,0,0,0,0,105,0,0,0
Alexia,0,1197,417,208,0,0,36,12,6,0
Alexis,4545,10645,2725,2049,0,1973,4622,1183,889,0
Alfonso,82,34,18,20,0,2465,1008,553,595,0
Alfred,67,184,63,46,6,1387,3783,1307,941,124
Alfreda,17,48,85,17,0,0,0,0,0,0
Alfredo,242,89,23,76,0,4089,1494,388,1277,0
Ali,305,1865,452,964,216,536,3279,795,1695,379
Alia,154,511,109,243,0,0,0,0,0,0
Alice,2441,9884,2770,3155,504,78,316,89,101,16
Alicia,7147,11820,3526,2394,494,357,591,176,120,25
Alicja,0,107,0,0,0,0,0,0,0,0
Alida,98,173,35,0,0,0,0,0,0,0
Alina,1056,1962,340,439,0,0,0,0,0,0
Aline,43,296,106,86,0,0,0,0,0,0
Alireza,0,0,0,0,0,12,101,0,24,0
Alisa,315,2041,596,430,0,0,0,0,0,0
Alisha,517,2629,917,195,195,23,119,41,9,9
Alison,826,9150,1056,1168,0,51,565,65,72,0
Alissa,295,2489,340,241,170,4,36,5,3,2
Alistair,0,0,0,0,0,0,298,0,0,0
Alix,74,278,118,53,0,40,150,63,28,0
Aliza,142,522,174,0,101,3,12,4,0,2
Alka,0,9,0,21,4,0,0,0,0,0
Alla,19,216,0,0,0,3,35,0,0,0
Allan,28,185,27,54,6,652,4261,623,1239,136
Allen,78,718,162,173,17,1037,9555,2151,2308,232
Allene,0,83,47,25,0,0,0,0,0,0
Allison,1616,20043,2841,2841,0,79,981,139,139,0
Allyn,50,208,41,0,0,41,170,33,0,0
Allyson,0,3204,579,290,0,0,35,6,3,0
Alma,2633,1975,943,792,0,350,263,126,105,0
Alok,0,0,0,0,0,0,32,11,58,11
Alon,0,27,5,7,0,0,163,30,42,0
Alonso,0,0,0,0,0,656,268,101,101,0
Alonzo,17,23,26,6,0,527,720,817,192,0
Alphonse,0,0,0,0,0,31,200,83,0,0
Alphonso,4,6,15,2,0,103,146,338,52,0
Alta,0,196,52,30,0,0,0,0,0,0
Altagracia,89,25,0,14,0,0,0,0,0,0
Althea,81,323,356,114,0,0,0,0,0,0
Alton,3,31,17,5,3,79,764,417,136,79
Alva,117,170,92,55,0,78,113,61,37,0
Alvaro,34,13,0,2,0,1736,657,0,113,0
Alvin,40,161,94,73,0,701,2815,1634,1274,0
Alyce,65,444,122,46,0,0,0,0,0,0
Alycia,123,584,174,0,0,0,0,0,0,0
Alyse,0,399,0,0,0,0,0,0,0,0
Alysia,0,474,0,0,0,0,0,0,0,0
Alyson,210,2025,257,210,0,4,43,5,4,0
Alyssa,2124,9420,548,1645,0,79,352,21,62,0
Amado,0,0,0,0,0,310,81,0,192,0
Amador,0,0,0,0,0,191,51,0,81,0
Amal,0,349,118,212,0,0,105,36,64,0
Amalia,787,606,0,278,98,0,0,0,0,0
Amanda,8165,44748,5060,4450,2085,413,2263,256,225,105
Amar,18,79,18,81,0,65,291,65,298,0
Amber,2757,19695,2850,1773,887,134,958,139,86,43
Amelia,4379,7320,2178,3048,0,129,215,64,90,0
Amer,0,16,0,11,0,0,167,0,118,0
Ami,57,551,127,220,0,19,184,42,73,0
Amie,143,1179,233,185,0,4,32,6,5,0
Amin,0,0,0,0,0,90,289,104,187,52
Amina,0,479,362,362,0,0,0,0,0,0
Amir,44,277,49,136,22,435,2736,487,1342,218
Amit,0,108,14,186,20,0,331,43,570,61
Amita,0,59,0,95,30,0,0,0,0,0
Amos,0,0,0,0,0,279,809,474,221,0
Amparo,224,68,0,58,0,23,7,0,6,0
Amy,4179,41013,2510,7075,1588,216,2117,130,365,82
An,0,68,0,352,0,0,62,0,319,0
Ana,9639,5452,1072,1706,0,671,379,75,119,0
Anabel,544,208,0,120,0,35,13,0,8,0
Anand,3,15,0,29,6,37,200,0,369,73
Anastasia,210,2560,419,297,0,5,59,10,7,0
Anatoliy,0,0,0,0,0,0,65,0,0,0
Anatoly,0,0,0,0,0,0,33,0,5,0
Anders,0,0,0,0,0,0,581,0,81,0
Anderson,110,142,147,97,0,461,595,614,406,0
Andra,0,290,91,0,37,0,195,61,0,25
Andre,133,429,330,104,23,1523,4897,3769,1186,265
Andrea,6045,27711,6482,2627,1352,598,2744,642,260,134
Andreas,6,70,10,10,0,79,984,136,136,0
Andrei,0,0,0,0,0,70,422,70,70,0
Andres,351,136,25,65,17,5561,2161,391,1035,277
Andrew,702,4942,665,897,169,12828,90274,12156,16383,3096
Andrey,8,84,0,11,0,48,501,0,67,0
Andria,92,451,172,113,0,8,40,15,10,0
Andriy,0,0,0,0,0,0,85,0,0,0
Andrzej,0,0,0,0,0,0,219,0,0,0
Andy,161,466,82,398,54,1306,3779,662,3230,442
Aneta,0,109,0,0,0,0,0,0,0,0
Angel,6510,3724,1509,1619,372,11720,6706,2717,2916,669
Angela,6874,28879,8355,4386,1348,397,1668,482,253,78
Angelia,131,565,294,66,0,0,0,0,0,0
Angelica,4830,2844,380,1041,269,271,159,21,58,15
Angelika,0,311,0,96,0,0,0,0,0,0
Angelina,2875,3486,909,1626,407,87,105,27,49,12
Angeline,93,835,187,373,0,0,0,0,0,0
Angelique,366,1437,634,239,0,0,0,0,0,0
Angelita,302,194,104,297,0,13,8,4,13,0
Angelo,91,258,49,34,13,1406,3995,762,521,197
Angie,916,2515,464,880,0,39,107,20,37,0
Angus,0,0,0,0,0,0,360,0,80,0
Anh,35,100,0,466,0,23,65,0,304,0
Ani,53,317,75,118,0,2,13,3,5,0
Anibal,29,10,0,0,0,311,110,0,0,0
Anil,0,0,0,0,0,36,159,36,333,0
Anila,0,87,0,90,23,0,0,0,0,0
Anissa,88,547,248,88,0,0,0,0,0,0
Anita,1356,4612,1464,1515,333,72,245,78,80,18
Anja,48,271,68,0,0,0,0,0,0,0
Anjali,0,249,0,450,0,0,0,0,0,0
Anjana,0,63,0,111,0,0,0,0,0,0
Anjanette,25,86,54,0,0,0,0,0,0,0
Anju,0,27,0,62,12,0,0,0,0,0
Ankur,0,0,0,0,0,21,42,21,109,0
Ann,1056,10770,1387,1729,345,40,408,52,65,13
Anna,8187,27635,4463,6961,899,358,1209,195,304,39
Annabel,267,440,175,175,0,0,0,0,0,0
Annabelle,442,1547,221,856,0,6,22,3,12,0
Annalisa,0,399,66,66,0,0,0,0,0,0
Annamaria,108,242,0,44,0,0,0,0,0,0
Annamarie,206,598,0,78,78,0,0,0,0,0
Anne,1132,12974,1253,1940,498,54,615,59,92,24
Anneliese,69,387,0,0,0,0,0,0,0,0
Annemarie,0,877,120,69,0,0,0,0,0,0
Annetta,22,133,66,22,22,0,0,0,0,0
Annette,1161,4255,1461,583,198,43,158,54,22,7
Annie,924,3302,2737,2204,193,31,111,92,74,6
Annmarie,134,1029,189,77,0,0,0,0,0,0
Anselmo,0,0,0,0,0,171,96,0,52,0
Anson,0,10,2,8,0,0,330,72,269,0
Anthony,1116,4534,1326,878,206,18973,77078,22543,14922,3506
Antoine,18,78,67,18,0,210,909,787,210,0
Antoinette,578,2069,931,298,105,15,55,25,8,3
Anton,4,36,9,7,3,134,1215,315,232,95
Antonella,0,513,0,0,87,0,13,0,0,2
Antonette,67,231,77,39,0,0,0,0,0,0
Antonia,1273,1207,434,354,158,278,264,95,77,35
Antonietta,13,72,0,13,0,0,0,0,0,0
Antonina,44,171,0,70,0,0,0,0,0,0
Antonino,0,0,0,0,0,119,189,0,34,0
Antonio,867,649,264,297,0,13125,9831,4004,4498,0
Antony,0,0,0,0,0,81,694,161,323,81
Anup,0,0,0,0,0,0,28,0,61,0
Anuradha,0,19,0,58,0,0,0,0,0,0
Anwar,0,37,19,39,0,0,162,84,173,0
Aparna,0,64,0,117,0,0,0,0,0,0
April,1920,10972,3028,1514,640,98,558,154,77,33
Ara,0,263,35,50,0,0,167,23,32,0
Araceli,1530,496,0,399,120,106,34,0,28,8
Aracely,611,156,0,0,0,17,4,0,0,0
Aram,7,42,0,7,0,46,275,0,46,0
Arash,0,0,0,0,0,26,130,0,64,0
Arcelia,161,61,0,0,0,0,0,0,0,0
Archana,0,51,0,115,18,0,0,0,0,0
Archie,9,48,32,10,0,143,762,516,165,0
Arden,0,499,199,75,0,0,333,133,50,0
Ardis,0,29,5,0,0,0,42,8,0,0
Ari,114,652,0,161,0,183,1048,0,258,0
Ariana,1303,1748,0,476,0,53,71,0,19,0
Arianne,77,289,77,0,0,0,0,0,0,0
Aric,0,0,0,0,0,96,491,68,68,0
Arie,46,242,66,46,0,39,205,56,39,0
Ariel,2366,2502,543,1244,0,1152,1219,264,606,0
Arif,0,0,0,0,0,23,78,0,115,0
Arkadiusz,0,0,0,0,0,0,22,0,0,0
Arkady,0,0,0,0,0,0,19,0,0,0
Arla,0,61,0,0,0,0,0,0,0,0
Arleen,60,388,104,104,0,0,0,0,0,0
Arlen,25,166,0,0,0,42,279,0,0,0
Arlene,638,2721,698,638,141,23,98,25,23,5
Arlette,124,319,159,101,0,0,0,0,0,0
Arlie,0,118,0,0,0,0,94,0,0,0
Arline,32,137,22,39,0,0,0,0,0,0
Arlyn,54,197,38,76,0,23,84,16,32,0
Armand,0,0,0,0,0,98,459,56,149,0
Armando,339,116,18,88,13,5357,1833,292,1398,206
Armen,0,0,0,0,0,50,319,0,61,0
Armida,103,55,0,18,0,0,0,0,0,0
Armin,0,0,0,0,0,0,222,0,58,0
Arnaldo,0,0,0,0,0,168,89,0,75,0
Arne,0,0,0,0,0,0,95,26,0,0
Arnel,0,0,0,0,0,20,48,0,108,0
Arno,0,0,0,0,0,0,78,0,0,0
Arnold,0,0,0,0,0,581,1878,574,561,0
Arnoldo,0,0,0,0,0,338,81,0,0,0
Arnulfo,0,0,0,0,0,488,74,0,147,0
Aron,27,119,13,19,0,226,1012,113,160,0
Arsen,0,0,0,0,0,0,102,0,0,0
Arsenio,0,0,0,0,0,140,134,39,129,0
Art,0,0,0,0,0,104,210,56,84,0
Artemio,0,0,0,0,0,246,38,0,133,0
Arthur,151,553,162,112,20,3071,11274,3295,2272,398
Arti,19,45,14,63,0,4,10,3,14,0
Artur,0,0,0,0,0,39,226,0,0,27
Arturo,246,74,0,57,0,4475,1354,0,1045,0
Arun,0,0,0,0,0,34,196,34,325,34
Aruna,0,67,0,117,21,0,0,0,0,0
Arvin,0,0,0,0,0,101,211,0,135,0
Arvind,0,0,0,0,0,0,100,0,159,31
Asa,38,214,77,0,0,117,652,234,0,0
Asha,0,350,232,672,0,0,30,20,58,0
Ashish,0,0,0,0,0,0,103,0,242,0
Ashlee,197,2074,278,0,0,14,149,20,0,0
Ashleigh,169,1558,239,0,0,9,81,12,0,0
Ashley,5400,40960,8029,4201,1239,434,3292,645,338,100
Ashlie,159,542,0,0,0,4,13,0,0,0
Ashok,0,0,0,0,0,10,58,0,121,15
Ashraf,0,0,0,0,0,0,179,0,84,0
Ashton,0,736,311,0,139,0,1521,643,0,287
Ashwin,0,0,0,0,0,46,164,0,219,0
Asif,0,0,0,0,0,21,77,0,107,0
Asim,0,0,0,0,0,0,116,0,132,32
Asma,0,167,48,210,48,0,0,0,0,0
Astrid,319,677,101,202,0,9,19,3,6,0
Athanasios,0,0,0,0,0,0,174,0,0,0
Athena,532,1877,403,403,0,0,0,0,0,0
Atul,0,0,0,0,0,0,32,0,76,0
Aubrey,610,4522,1613,862,352,143,1057,377,202,82
Audra,292,1258,351,0,97,0,0,0,0,0
Audrey,1562,10761,3827,1804,638,78,540,192,90,32
August,124,805,0,101,0,324,2109,0,265,0
Augustin,0,0,0,0,0,178,148,89,63,0
Augustine,108,128,103,78,0,406,479,388,293,0
Augusto,0,0,0,0,0,189,117,30,117,0
Augustus,0,0,0,0,0,0,561,305,153,0
Aura,339,221,54,93,0,14,9,2,4,0
Aurea,111,35,0,79,0,0,0,0,0,0
Aurelia,504,512,157,157,0,0,0,0,0,0
Aurelio,0,0,0,0,0,595,243,0,154,0
Aurora,2688,1919,589,1708,0,61,44,13,39,0
Austin,72,1344,321,321,0,634,11871,2834,2834,0
Autumn,501,4436,613,501,0,22,192,27,22,0
Ava,1118,4872,2561,1479,0,36,157,83,48,0
Avelino,0,0,0,0,0,83,35,0,70,0
Avery,0,3176,1820,562,0,0,1866,1069,330,0
Avi,40,163,0,28,0,100,411,0,70,0
Avis,0,132,93,0,0,0,78,55,0,0
Aviva,0,297,0,0,0,0,0,0,0,0
Axel,39,65,24,0,0,706,1171,432,0,0
Ayanna,0,0,458,0,0,0,0,0,0,0
Aziz,0,0,0,0,0,39,215,68,124,0
Azucena,329,113,0,113,0,0,0,0,0,0
Ba,0,0,0,0,0,0,0,0,9,0
Babak,0,0,0,0,0,0,65,12,17,0
Babette,0,53,0,13,0,0,0,0,0,0
Bahram,0,0,0,0,0,0,23,0,7,0
Bailey,0,2172,0,327,0,0,915,0,138,0
Balaji,0,0,0,0,0,2,5,2,14,2
Baltazar,0,0,0,0,0,273,57,40,80,0
Bambi,0,142,21,21,0,0,0,0,0,0
Bao,0,30,0,223,22,0,37,0,273,26
Barbara,2404,18188,4022,1440,576,138,1043,231,83,33
Barbra,32,175,39,0,0,0,0,0,0,0
Barney,0,0,0,0,0,37,153,53,53,0
Barrett,0,266,40,28,0,0,1474,222,157,0
Barrie,0,80,0,0,0,0,51,0,0,0
Barron,0,0,0,0,0,0,241,145,0,51
Barry,29,363,63,38,13,439,5549,969,578,196
Bart,0,0,0,0,0,44,515,44,70,0
Bartholomew,0,0,0,0,0,33,198,86,33,0
Bartley,0,0,0,0,0,0,69,0,0,0
Barton,0,0,0,0,0,41,357,0,29,0
Basil,18,147,43,0,0,49,404,119,0,0
Bassam,0,0,0,0,0,0,153,0,50,22
Baxter,0,0,0,0,0,0,158,0,0,0
Beata,0,147,0,29,0,0,0,0,0,0
Beatrice,837,1752,978,434,201,20,43,24,11,5
Beatriz,1493,682,145,325,0,80,36,8,17,0
Beau,0,347,0,40,0,0,2668,0,311,0
Beckie,0,49,0,0,0,0,0,0,0,0
Becky,286,1917,175,371,0,0,0,0,0,0
Belen,500,288,96,319,0,44,25,8,28,0
Belinda,758,1996,897,511,0,36,94,42,24,0
Bella,383,1857,271,939,0,9,46,7,23,0
Ben,0,0,0,0,0,558,2693,584,1212,0
Benedetto,0,0,0,0,0,0,87,0,0,0
Benedict,0,0,0,0,0,125,491,153,299,0
Benigno,0,0,0,0,0,122,25,0,56,0
Benita,157,254,174,105,0,0,0,0,0,0
Benito,33,11,3,12,0,805,267,77,288,0
Benjamin,587,2065,381,484,91,12502,44005,8128,10313,1939
Bennett,0,433,95,95,0,0,2340,511,511,0
Bennie,39,141,102,15,0,150,542,394,57,0
Benny,31,81,24,47,12,365,956,290,562,145
Benson,0,14,6,17,0,0,421,167,482,0
Benton,2,14,0,3,2,73,433,0,104,73
Bernabe,0,0,0,0,0,136,29,0,82,0
Bernadette,612,1819,627,549,115,0,0,0,0,0
Bernadine,34,149,71,34,0,0,0,0,0,0
Bernard,30,208,72,41,0,520,3595,1250,719,0
Bernardino,0,0,0,0,0,123,54,0,48,0
Bernardo,0,0,0,0,0,790,279,140,378,0
Bernhard,0,0,0,0,0,0,71,0,10,0
Bernice,266,880,559,173,0,14,48,30,9,0
Bernie,0,0,0,0,0,88,217,59,93,0
Bert,0,0,0,0,0,45,421,45,126,0
Berta,136,112,33,23,0,0,0,0,0,0
Bertha,965,619,427,117,59,37,24,16,4,2
Bertram,0,0,0,0,0,0,111,80,43,0
Bertrand,0,0,0,0,0,18,96,51,31,0
Beryl,0,135,44,25,18,0,17,5,3,2
Bessie,75,260,237,89,0,0,0,0,0,0
Beth,388,5348,322,357,0,18,244,15,16,0
Bethann,0,159,0,0,0,0,0,0,0,0
Bethanne,0,84,0,0,0,0,0,0,0,0
Bethany,534,6431,706,534,267,21,252,28,21,10
Betsy,390,1868,246,326,87,0,0,0,0,0
Bette,21,183,21,15,0,0,0,0,0,0
Bettie,20,154,108,20,20,0,0,0,0,0
Bettina,76,262,87,54,31,0,0,0,0,0
Betty,888,4685,1671,1028,193,37,195,69,43,8
Bettye,0,57,48,0,8,0,0,0,0,0
Beulah,0,101,70,21,0,0,0,0,0,0
Beverley,17,163,54,17,0,0,0,0,0,0
Beverly,682,5160,1665,586,201,46,352,113,40,14
Bharat,0,0,0,0,0,0,52,0,99,13
Bhavna,6,16,0,30,0,0,0,0,0,0
Bianca,1641,2134,695,263,0,83,107,35,13,0
Bibi,41,100,33,127,24,0,0,0,0,0
Bijan,0,30,0,12,0,0,170,0,67,0
Bill,9,50,9,17,2,233,1298,233,456,58
Billie,270,1732,444,191,86,103,657,169,73,32
Billy,124,658,201,143,45,1079,5736,1750,1250,391
Bin,0,0,0,0,0,0,6,0,32,0
Bina,22,64,0,101,39,0,0,0,0,0
Bing,0,0,0,0,0,5,8,0,31,0
Binh,7,13,0,60,0,27,47,0,224,0
Birgit,0,16,0,2,0,0,0,0,0,0
Birgitta,0,11,0,0,0,0,0,0,0,0
Bjorn,0,0,0,0,0,0,392,0,0,0
Blaine,0,430,53,31,31,0,1811,223,129,129
Blair,132,2142,324,132,0,68,1106,167,68,0
Blaise,0,154,49,28,0,0,450,142,82,0
Blake,261,3060,320,345,0,805,9444,986,1065,0
Blanca,2386,706,113,196,0,177,52,8,14,0
Blanche,21,180,73,30,30,0,0,0,0,0
Blas,0,0,0,0,0,188,49,0,0,0
Blythe,59,346,0,59,0,14,84,0,14,0
Bo,0,153,0,266,27,0,622,0,1077,108
Bob,0,0,0,0,0,57,489,87,168,33
Bobbi,138,1054,0,80,0,4,32,0,2,0
Bobbie,227,1559,687,122,149,78,534,236,42,51
Bobby,141,727,305,170,49,1042,5387,2258,1257,363
Bogdan,0,0,0,0,0,0,223,0,25,0
Bohdan,0,0,0,0,0,0,110,0,0,0
Bong,0,0,0,0,0,0,3,0,13,0
Bonifacio,0,0,0,0,0,122,28,0,72,0
Bonita,73,593,218,63,0,0,0,0,0,0
Bonni,0,49,0,0,0,0,0,0,0,0
Bonnie,643,7057,735,827,190,48,529,55,62,14
Bonny,0,170,22,31,0,0,0,0,0,0
Boris,0,0,0,0,0,165,733,130,79,0
Boyd,0,0,0,0,0,51,693,89,72,0
Bozena,0,20,0,0,0,0,0,0,0,0
Brad,12,198,20,12,13,260,4363,436,260,285
Bradd,0,0,0,0,0,0,37,0,0,0
Braden,0,133,0,0,16,0,1689,0,0,210
Bradford,4,52,7,7,0,141,1905,257,244,0
Bradley,97,2051,91,149,77,1049,22184,981,1617,829
Bradly,3,28,0,0,0,71,596,0,0,0
Brady,71,562,116,71,0,496,3928,810,496,0
Branden,12,87,0,0,0,153,1058,0,0,0
Brandi,839,4956,1249,317,0,49,287,72,18,0
Brandie,0,695,143,83,0,0,30,6,4,0
Brandon,330,2445,495,372,139,5276,39053,7904,5937,2224
Brandt,0,32,4,0,0,0,481,65,0,0
Brandy,852,4347,852,449,284,136,693,136,72,45
Branko,0,0,0,0,0,0,26,0,0,0
Brannon,0,36,0,0,0,0,275,0,0,0
Brant,0,0,0,0,0,0,670,98,0,0
Breanna,283,1921,401,0,0,8,55,11,0,0
Breanne,93,635,93,93,131,0,0,0,0,0
Bree,0,529,118,0,0,0,0,0,0,0
Brenda,3807,15831,5204,1818,761,360,1495,491,172,72
Brendan,32,362,16,36,16,545,6175,273,610,273
Brendon,5,36,8,0,0,131,1002,226,0,0
Brenna,159,1425,0,0,0,0,0,0,0,0
Brennan,45,344,45,45,0,175,1336,175,175,0
Brent,49,536,54,46,24,865,9502,962,813,420
Brenton,0,32,7,0,0,0,797,181,0,0
Bret,13,269,30,0,13,96,1940,214,0,96
Brett,117,1939,182,99,63,754,12487,1175,637,403
Brian,421,4877,575,627,156,6719,77898,9189,10015,2491
Briana,798,2910,302,302,0,38,138,14,14,0
Brianna,878,5041,507,507,0,36,207,21,21,0
Brianne,123,1177,0,0,0,3,30,0,0,0
Brice,0,170,0,27,0,0,942,0,147,0
Bridget,672,5449,1265,453,0,26,214,50,18,0
Bridgett,67,489,213,0,0,0,0,0,0,0
Bridgette,184,1032,593,106,106,4,24,14,2,2
Bridgit,0,96,0,0,0,0,0,0,0,0
Brien,0,0,0,0,0,34,206,34,34,0
Brienne,0,122,0,0,0,0,0,0,0,0
Brigette,69,275,84,0,0,0,0,0,0,0
Brigid,61,526,0,0,0,0,0,0,0,0
Brigida,41,32,11,34,0,0,0,0,0,0
Brigitte,111,807,169,169,0,0,0,0,0,0
Brijesh,0,0,0,0,0,0,0,0,14,0
Brion,9,53,9,9,0,33,182,33,33,0
Brita,0,85,0,0,0,0,0,0,0,0
Britney,184,1285,318,0,0,9,61,15,0,0
Britt,29,282,41,0,0,38,372,54,0,0
Britta,0,366,0,0,0,0,0,0,0,0
Brittany,1176,13677,2563,1315,0,62,726,136,70,0
Brittney,396,3239,626,280,396,21,175,34,15,21
Britton,0,299,40,0,0,0,503,67,0,0
Brock,6,78,9,0,0,186,2351,263,0,0
Brodie,0,89,0,0,0,0,413,0,0,0
Brody,0,79,0,0,0,0,1307,0,0,0
Bronwyn,0,263,0,0,0,0,0,0,0,0
Brook,0,903,146,0,0,0,363,59,0,0
Brooke,901,10845,1275,698,403,48,583,69,38,22
Brooks,0,379,0,31,0,0,2471,0,202,0
Bruce,44,549,82,66,25,1000,12443,1850,1497,577
Bruno,0,0,0,0,0,497,1024,94,0,0
Bryan,202,1680,253,292,29,3180,26420,3972,4586,450
Bryant,29,121,56,37,0,502,2076,955,640,0
Bryce,81,858,81,140,0,467,4961,467,808,0
Bryn,113,460,0,80,0,41,166,0,29,0
Brynn,0,898,0,0,0,0,98,0,0,0
Bryon,0,27,7,2,0,0,812,200,67,0
Bryson,0,94,0,24,0,0,1566,0,391,0
Buck,0,0,0,0,0,0,157,0,0,0
Bud,0,0,0,0,0,22,123,0,22,0
Buddy,0,0,0,0,0,45,343,45,90,45
Buffy,0,54,0,0,0,0,0,0,0,0
Buford,0,0,0,0,0,0,80,31,0,0
Burke,0,45,0,8,8,0,235,0,44,44
Burt,0,0,0,0,0,14,112,35,14,0
Burton,0,0,0,0,0,63,422,89,72,36
Byron,46,152,58,35,7,985,3286,1260,754,154
Cade,0,50,0,0,0,0,771,0,0,0
Caesar,0,0,0,0,0,179,193,50,86,0
Caitlin,0,4540,325,650,0,0,226,16,32,0
Cale,0,43,0,0,0,0,388,0,0,0
Caleb,55,370,25,35,25,1226,8245,548,776,548
Callie,0,1819,711,303,0,0,72,28,12,0
Calvin,31,287,190,143,14,618,5786,3837,2896,276
Cam,0,26,0,45,0,0,148,0,252,0
Camelia,71,171,71,50,0,0,0,0,0,0
Cameron,292,3868,632,507,239,921,12181,1989,1595,752
Cami,0,444,0,0,0,0,0,0,0,0
Camie,0,97,0,0,0,0,0,0,0,0
